gene	transcript	canonical	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
TRRAP	ENST00000359863	TRUE	1191	2.29E+03	5.20E-01	1.47E-04	25405	200	6.48E+02	3.09E-01	7151	1038	9.42E+02	1.10E+00	6.74E-05	7531	6	1.06E-05	2182	1.97E+02	1.00E+00	2.86E-72	4.30E-28	3.05E-02	1.05E+00	1.16E+00	4.95E-01	5.45E-01	1.60E-02	6.00E-02		-2.45E+00	8.17E+00	1.26E+01	89	0	0	12	7.79E-05	2.01E-05	125728	19	0	125747	7.56E-05	7.18E-04	0.00E+00	5.78E-05	0.00E+00	1.09E-04	9.24E-05	6.23E-05	0.00E+00	2.23E-04	0.00E+00	5.78E-05	0.00E+00	1.09E-04	9.24E-05	6.15E-05	0.00E+00	1.96E-04	protein_coding	ENSG00000196367	2	11577	71	protein_coding	135311	1.00E+00	2	1.38E+02	1.45E-02	NA	7	98475556	98610866
KMT2E	ENST00000311117	TRUE	849	9.74E+02	8.72E-01	5.00E-05	12103	39	4.75E+01	8.22E-01	441	410	3.48E+02	1.18E+00	1.86E-05	3673	1	3.76E-06	1044	7.86E+01	1.00E+00	6.99E-31	1.59E-12	1.27E-02	1.09E+00	1.28E+00	8.23E-01	9.23E-01	4.00E-03	6.00E-02		-2.60E+00	1.42E+00	8.11E+00	91	0	0	18	1.73E-04	5.82E-05	125706	39	0	125745	1.55E-04	3.02E-03	2.08E-04	1.74E-04	0.00E+00	2.85E-04	9.58E-05	1.56E-04	0.00E+00	2.98E-04	1.85E-04	8.67E-05	0.00E+00	2.72E-04	9.24E-05	1.49E-04	0.00E+00	2.94E-04	protein_coding	ENSG00000005483	2	5574	25	protein_coding	100183	1.00E+00	0	5.22E+01	0.00E+00	NA	7	104654626	104754808
TRIP12	ENST00000283943	TRUE	639	1.07E+03	6.00E-01	5.66E-05	12993	153	4.06E+02	3.77E-01	4969	402	3.83E+02	1.05E+00	2.05E-05	3863	2	5.69E-06	1297	1.06E+02	1.00E+00	1.79E-40	3.52E-16	1.90E-02	9.67E-01	1.14E+00	5.61E-01	6.40E-01	7.00E-03	6.00E-02		-7.63E-01	4.64E+00	9.34E+00	92	0	0	5	3.26E-05	1.64E-05	125733	7	0	125740	2.78E-05	9.74E-05	0.00E+00	6.13E-05	0.00E+00	1.12E-04	0.00E+00	1.79E-05	0.00E+00	6.77E-05	0.00E+00	5.78E-05	0.00E+00	5.44E-05	0.00E+00	1.76E-05	0.00E+00	6.53E-05	protein_coding	ENSG00000153827	2	5976	40	protein_coding	159402	1.00E+00	0	7.69E+01	0.00E+00	NA	2	230628554	230787955
UBTF	ENST00000302904	TRUE	172	4.58E+02	3.76E-01	2.77E-05	5111	26	1.77E+02	1.47E-01	1928	210	1.85E+02	1.13E+00	1.22E-05	1302	0	2.58E-06	571	4.99E+01	1.00E+00	1.43E-20	1.41E-08	0.00E+00	1.01E+00	1.27E+00	3.31E-01	4.26E-01	0.00E+00	6.00E-02		-1.42E+00	4.75E+00	6.55E+00	93	0	0	2	7.96E-06	3.98E-06	125659	1	0	125660	3.98E-06	1.99E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.76E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.80E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000108312	2	2292	20	protein_coding	16594	1.00E+00	0	3.64E+01	0.00E+00	NA	17	42282401	42298994
HUWE1	ENST00000342160	TRUE	697	1.74E+03	4.01E-01	1.39E-04	28585	94	3.76E+02	2.50E-01	6189	617	6.39E+02	9.66E-01	4.83E-05	8866	4	1.25E-05	2413	1.53E+02	1.00E+00	2.72E-57	1.63E-22	2.61E-02	9.03E-01	1.03E+00	3.76E-01	4.27E-01	1.20E-02	6.00E-02		6.84E-01	8.87E+00	1.12E+01	97	0	0	5	2.75E-05	5.55E-06	125734	5	0	125739	1.99E-05	4.97E-05	7.72E-05	3.66E-05	0.00E+00	7.22E-05	0.00E+00	0.00E+00	0.00E+00	1.05E-04	6.15E-05	2.89E-05	0.00E+00	5.44E-05	0.00E+00	0.00E+00	0.00E+00	6.53E-05	protein_coding	ENSG00000086758	2	13122	81	protein_coding	154617	1.00E+00	4	1.07E+02	3.74E-02	NA	X	53559057	53713673
KDM3B	ENST00000314358	TRUE	524	9.58E+02	5.47E-01	5.25E-05	11457	86	3.01E+02	2.86E-01	3608	361	3.67E+02	9.84E-01	2.04E-05	3620	1	4.81E-06	863	7.97E+01	1.00E+00	2.52E-31	1.04E-12	1.25E-02	9.02E-01	1.07E+00	5.09E-01	5.88E-01	3.00E-03	6.00E-02		2.45E-01	4.98E+00	8.17E+00	99	0	0	5	1.99E-05	3.98E-06	125742	4	0	125746	1.59E-05	3.18E-05	0.00E+00	0.00E+00	0.00E+00	5.44E-05	4.62E-05	1.76E-05	1.63E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.44E-05	4.62E-05	8.79E-06	1.63E-04	0.00E+00	protein_coding	ENSG00000120733	2	5283	24	protein_coding	84433	1.00E+00	0	5.69E+01	0.00E+00	NA	5	137688285	137772717
HCFC1	ENST00000310441	TRUE	419	8.93E+02	4.69E-01	7.74E-05	12925	218	5.98E+02	3.65E-01	8637	477	4.23E+02	1.13E+00	4.21E-05	4642	0	3.49E-06	769	4.92E+01	1.00E+00	2.81E-20	1.86E-08	0.00E+00	1.05E+00	1.22E+00	4.32E-01	5.09E-01	0.00E+00	6.00E-02		-2.08E+00	5.63E+00	6.50E+00	102	0	0	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000172534	2	6105	26	protein_coding	24255	1.00E+00	0	3.45E+01	0.00E+00	NA	X	153213004	153237258
USP7	ENST00000344836	TRUE	225	6.21E+02	3.62E-01	3.50E-05	7419	13	1.97E+02	6.60E-02	2321	279	2.32E+02	1.20E+00	1.46E-05	1865	1	4.73E-06	830	7.72E+01	1.00E+00	2.58E-30	2.71E-12	1.30E-02	1.09E+00	1.33E+00	3.24E-01	4.05E-01	4.00E-03	6.10E-02		-2.44E+00	5.65E+00	8.04E+00	107	0	0	4	1.61E-05	4.15E-06	125739	4	0	125743	1.59E-05	3.18E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.55E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.52E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000187555	2	3306	31	protein_coding	72421	1.00E+00	1	5.99E+01	1.67E-02	NA	16	8985951	9058371
GRIN2B	ENST00000609686	TRUE	415	8.63E+02	4.81E-01	5.51E-05	9890	117	3.79E+02	3.08E-01	4480	402	3.54E+02	1.14E+00	2.51E-05	2870	0	2.60E-06	603	4.89E+01	1.00E+00	3.38E-20	2.00E-08	0.00E+00	1.05E+00	1.23E+00	4.43E-01	5.22E-01	0.00E+00	6.10E-02		-2.00E+00	5.42E+00	6.48E+00	110	0	0	6	2.39E-05	3.98E-06	125744	4	0	125748	1.59E-05	3.18E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.28E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.52E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000273079	2	4452	12	protein_coding	439889	1.00E+00	0	3.39E+01	0.00E+00	NA	12	13693165	14133053
SMC1A	ENST00000322213	TRUE	100	5.10E+02	1.96E-01	4.31E-05	8229	14	2.10E+02	6.66E-02	3237	171	1.74E+02	9.82E-01	1.27E-05	2196	0	3.72E-06	831	4.81E+01	1.00E+00	7.46E-20	2.77E-08	0.00E+00	8.66E-01	1.11E+00	1.66E-01	2.32E-01	0.00E+00	6.20E-02		1.90E-01	6.45E+00	6.43E+00	114	0	0	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000072501	2	3699	25	protein_coding	48608	1.00E+00	0	3.17E+01	0.00E+00	NA	X	53401070	53449677
CHERP	ENST00000546361	TRUE	285	5.70E+02	5.00E-01	3.83E-05	5944	83	1.82E+02	4.55E-01	1991	242	2.42E+02	1.00E+00	1.80E-05	1739	0	2.41E-06	492	4.80E+01	1.00E+00	7.84E-20	2.83E-08	0.00E+00	9.00E-01	1.11E+00	4.53E-01	5.51E-01	0.00E+00	6.20E-02		-1.01E-02	4.25E+00	6.42E+00	116	0	0	1	1.67E-05	1.67E-05	30001	1	0	30002	1.67E-05	8.33E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.52E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.52E-05	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000085872	2	2748	17	protein_coding	24642	1.00E+00	0	3.17E+01	0.00E+00	NA	19	16628700	16653341
ATP1A3	ENST00000545399	TRUE	186	6.35E+02	2.93E-01	4.49E-05	6745	73	3.65E+02	2.00E-01	3855	302	2.74E+02	1.10E+00	2.23E-05	2066	0	2.38E-06	539	4.77E+01	1.00E+00	1.09E-19	3.24E-08	0.00E+00	1.00E+00	1.21E+00	2.59E-01	3.31E-01	0.00E+00	6.20E-02		-1.32E+00	6.33E+00	6.40E+00	118	0	0	2	7.97E-06	4.00E-06	125738	2	0	125740	7.95E-06	7.95E-06	0.00E+00	2.89E-05	0.00E+00	0.00E+00	0.00E+00	8.79E-06	0.00E+00	0.00E+00	0.00E+00	2.89E-05	0.00E+00	0.00E+00	0.00E+00	8.79E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000105409	2	3078	23	protein_coding	30916	1.00E+00	0	3.36E+01	0.00E+00	NA	19	42470734	42501649
ANKRD17	ENST00000358602	TRUE	802	1.36E+03	5.91E-01	6.78E-05	16805	97	3.01E+02	3.22E-01	3523	490	4.95E+02	9.90E-01	2.60E-05	5421	2	5.16E-06	1312	1.01E+02	1.00E+00	1.06E-38	1.88E-15	1.98E-02	9.18E-01	1.07E+00	5.57E-01	6.26E-01	7.00E-03	6.20E-02		1.81E-01	5.36E+00	9.13E+00	120	0	0	4	2.98E-05	1.78E-05	125741	7	0	125748	2.78E-05	9.74E-05	0.00E+00	0.00E+00	0.00E+00	1.80E-04	0.00E+00	2.72E-05	1.63E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.63E-04	0.00E+00	2.64E-05	1.63E-04	0.00E+00	protein_coding	ENSG00000132466	2	7809	34	protein_coding	185423	1.00E+00	2	6.83E+01	2.93E-02	NA	4	73939093	74124515
ASH1L	ENST00000392403	TRUE	1179	1.57E+03	7.53E-01	8.62E-05	19455	514	8.17E+02	6.29E-01	10032	518	5.55E+02	9.33E-01	2.78E-05	5759	3	8.29E-06	1557	1.25E+02	1.00E+00	2.90E-47	1.11E-18	2.39E-02	8.68E-01	1.00E+00	7.17E-01	7.90E-01	1.00E-02	6.20E-02		1.24E+00	3.47E+00	1.01E+01	122	0	0	7	2.79E-05	4.00E-06	125739	7	0	125746	2.78E-05	9.74E-05	0.00E+00	0.00E+00	9.95E-05	0.00E+00	4.62E-05	2.64E-05	0.00E+00	6.54E-05	0.00E+00	0.00E+00	9.92E-05	0.00E+00	4.62E-05	2.64E-05	0.00E+00	6.53E-05	protein_coding	ENSG00000116539	2	8892	27	protein_coding	227540	1.00E+00	3	9.32E+01	3.22E-02	NA	1	155305059	155532598
NPEPPS	ENST00000322157	TRUE	222	4.63E+02	4.79E-01	2.36E-05	5944	35	1.61E+02	2.17E-01	2125	148	1.62E+02	9.11E-01	8.15E-06	1733	0	2.45E-06	623	4.80E+01	1.00E+00	8.27E-20	2.89E-08	0.00E+00	7.96E-01	1.04E+00	4.29E-01	5.35E-01	0.00E+00	6.20E-02		8.93E-01	3.98E+00	6.42E+00	123	0	0	4	3.70E-05	1.23E-05	124025	6	0	124031	2.42E-05	7.26E-05	0.00E+00	3.03E-05	0.00E+00	1.12E-04	0.00E+00	2.02E-05	0.00E+00	1.04E-04	0.00E+00	2.91E-05	0.00E+00	1.11E-04	0.00E+00	8.92E-06	0.00E+00	6.54E-05	protein_coding	ENSG00000141279	2	2757	23	protein_coding	100335	1.00E+00	1	3.05E+01	3.28E-02	NA	17	45600308	45700642
RPRD2	ENST00000369068	TRUE	623	7.91E+02	7.88E-01	4.18E-05	9445	195	3.13E+02	6.24E-01	3810	296	3.04E+02	9.73E-01	1.59E-05	3108	0	2.60E-06	598	4.64E+01	1.00E+00	3.54E-19	5.26E-08	0.00E+00	8.84E-01	1.07E+00	7.37E-01	8.42E-01	0.00E+00	6.40E-02		3.73E-01	2.12E+00	6.31E+00	130	0	0	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000163125	2	4383	11	protein_coding	113476	1.00E+00	0	2.99E+01	0.00E+00	NA	1	150335567	150449042
MED13L	ENST00000281928	TRUE	839	1.20E+03	7.00E-01	6.86E-05	14509	100	2.12E+02	4.71E-01	2560	463	4.58E+02	1.01E+00	2.77E-05	4387	2	5.09E-06	1150	9.85E+01	1.00E+00	1.10E-37	4.92E-15	2.03E-02	9.37E-01	1.09E+00	6.61E-01	7.41E-01	7.00E-03	6.40E-02		-1.96E-01	3.69E+00	9.01E+00	135	0	0	5	1.56E-03	1.46E-03	125484	147	0	125631	5.85E-04	4.30E-02	1.10E-03	5.79E-03	3.93E-03	4.17E-03	1.59E-04	8.22E-04	2.33E-03	2.09E-03	5.54E-04	1.01E-03	8.94E-04	1.63E-03	9.24E-05	3.70E-04	6.53E-04	5.23E-04	protein_coding	ENSG00000123066	2	6630	31	protein_coding	319433	1.00E+00	2	6.48E+01	3.09E-02	NA	12	116395711	116715143
KMT2A	ENST00000534358	TRUE	1271	2.07E+03	6.15E-01	1.12E-04	25808	499	1.04E+03	4.79E-01	12874	688	7.67E+02	8.97E-01	4.10E-05	8159	5	1.03E-05	1919	1.61E+02	1.00E+00	3.78E-59	5.43E-23	3.11E-02	8.42E-01	9.56E-01	5.86E-01	6.44E-01	1.50E-02	6.50E-02		2.24E+00	6.23E+00	1.14E+01	145	0	0	7	5.19E-05	1.99E-05	125734	13	0	125747	5.17E-05	3.36E-04	0.00E+00	2.90E-05	0.00E+00	5.44E-05	0.00E+00	7.94E-05	1.64E-04	3.28E-05	0.00E+00	2.89E-05	0.00E+00	5.44E-05	0.00E+00	7.91E-05	1.63E-04	3.27E-05	protein_coding	ENSG00000118058	1	11916	36	protein_coding	90335	1.00E+00	4	1.16E+02	3.46E-02	NA	11	118307205	118397539
CREBBP	ENST00000262367	TRUE	1005	1.42E+03	7.09E-01	8.96E-05	15988	127	2.26E+02	5.61E-01	2771	714	5.67E+02	1.26E+00	4.01E-05	4824	3	6.79E-06	1208	1.18E+02	1.00E+00	1.67E-44	1.51E-17	2.53E-02	1.18E+00	1.34E+00	6.72E-01	7.47E-01	1.10E-02	6.60E-02	syn_outlier	-4.84E+00	3.90E+00	9.83E+00	151	0	0	10	2.25E-04	9.43E-05	125718	30	0	125748	1.19E-04	1.79E-03	2.68E-03	2.33E-04	0.00E+00	0.00E+00	1.59E-04	3.15E-05	0.00E+00	0.00E+00	1.35E-03	1.16E-04	0.00E+00	0.00E+00	4.62E-05	2.64E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000005339	2	7326	31	protein_coding	155673	1.00E+00	1	8.38E+01	1.19E-02	NA	16	3775055	3930727
SF3B1	ENST00000335508	TRUE	141	7.24E+02	1.95E-01	3.79E-05	8501	22	2.42E+02	9.10E-02	2804	232	2.37E+02	9.77E-01	1.21E-05	2539	1	4.24E-06	823	7.21E+01	1.00E+00	2.56E-28	1.79E-11	1.39E-02	8.77E-01	1.09E+00	1.69E-01	2.24E-01	4.00E-03	6.60E-02		2.80E-01	7.70E+00	7.76E+00	152	0	0	2	8.16E-06	4.18E-06	125697	2	0	125699	7.96E-06	7.96E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.79E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.76E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000115524	2	3912	25	protein_coding	45308	1.00E+00	1	5.23E+01	1.91E-02	NA	2	198254508	198299815
EIF3B	ENST00000360876	TRUE	327	4.34E+02	7.54E-01	2.55E-05	5319	53	1.33E+02	3.97E-01	1446	231	1.66E+02	1.39E+00	1.14E-05	1470	0	2.24E-06	506	4.46E+01	1.00E+00	1.83E-18	1.03E-07	0.00E+00	1.25E+00	1.55E+00	6.88E-01	8.26E-01	0.00E+00	6.70E-02	syn_outlier	-3.97E+00	1.82E+00	6.19E+00	153	0	0	3	1.55E-04	7.53E-05	102196	2	0	102198	9.79E-06	9.79E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.13E-05	5.29E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.13E-05	1.89E-04	0.00E+00	protein_coding	ENSG00000106263	2	2442	18	protein_coding	26660	1.00E+00	0	2.92E+01	0.00E+00	NA	7	2393721	2420380
PPFIA1	ENST00000253925	TRUE	618	6.97E+02	8.87E-01	4.13E-05	7899	172	2.48E+02	6.95E-01	2771	249	2.66E+02	9.35E-01	1.67E-05	2301	1	4.21E-06	760	7.08E+01	1.00E+00	8.82E-28	2.97E-11	1.41E-02	8.43E-01	1.04E+00	8.29E-01	9.48E-01	4.00E-03	6.70E-02		8.28E-01	1.06E+00	7.69E+00	155	0	0	8	3.22E-05	4.18E-06	125741	7	0	125748	2.78E-05	9.74E-05	1.24E-04	2.89E-05	0.00E+00	0.00E+00	0.00E+00	2.66E-05	0.00E+00	6.53E-05	1.23E-04	2.89E-05	0.00E+00	0.00E+00	0.00E+00	2.64E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000131626	2	3606	26	protein_coding	113704	1.00E+00	2	5.26E+01	3.80E-02	NA	11	70116806	70230509
ZSWIM6	ENST00000252744	TRUE	291	5.72E+02	5.09E-01	3.29E-05	7868	80	2.29E+02	3.49E-01	2716	190	2.14E+02	8.89E-01	1.20E-05	2472	0	2.38E-06	570	4.43E+01	1.00E+00	2.38E-18	1.15E-07	0.00E+00	7.89E-01	1.00E+00	4.61E-01	5.61E-01	0.00E+00	6.70E-02		1.28E+00	4.18E+00	6.17E+00	156	0	0	3	2.94E-05	9.93E-06	52332	2	0	52334	1.91E-05	1.91E-05	9.06E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.70E-04	0.00E+00	4.20E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.67E-04	0.00E+00	protein_coding	ENSG00000130449	2	3645	14	protein_coding	213898	3.30E-01	0	2.32E-01	0.00E+00	NA	5	60628100	60841997
PRPF3	ENST00000324862	TRUE	160	3.68E+02	4.35E-01	2.03E-05	4477	30	1.12E+02	2.67E-01	1376	122	1.30E+02	9.36E-01	6.67E-06	1330	0	3.24E-06	431	4.36E+01	1.00E+00	4.35E-18	1.47E-07	0.00E+00	8.07E-01	1.09E+00	3.82E-01	4.96E-01	0.00E+00	6.80E-02		5.73E-01	3.85E+00	6.12E+00	167	0	0	1	3.98E-06	3.98E-06	125676	1	0	125677	3.98E-06	1.99E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.63E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.63E-04	0.00E+00	protein_coding	ENSG00000117360	2	2049	15	protein_coding	31747	1.00E+00	0	3.78E+01	0.00E+00	NA	1	150293925	150325671
KAT6A	ENST00000396930	TRUE	925	1.12E+03	8.26E-01	6.42E-05	13287	130	2.44E+02	5.33E-01	2702	408	4.09E+02	9.98E-01	2.44E-05	3748	2	5.70E-06	1034	9.16E+01	1.00E+00	5.85E-35	6.47E-14	2.18E-02	9.19E-01	1.08E+00	7.82E-01	8.72E-01	8.00E-03	6.90E-02		3.97E-02	2.07E+00	8.67E+00	172	0	0	3	2.95E-04	2.87E-04	125672	74	0	125746	2.94E-04	1.09E-02	2.46E-04	6.94E-04	1.99E-04	5.44E-05	0.00E+00	3.43E-04	3.26E-04	6.53E-05	2.46E-04	6.94E-04	1.98E-04	5.44E-05	0.00E+00	3.43E-04	3.26E-04	6.53E-05	protein_coding	ENSG00000083168	2	6012	16	protein_coding	122512	1.00E+00	3	6.26E+01	4.79E-02	NA	8	41786997	41909508
KMT2B	ENST00000222270	TRUE	1209	1.59E+03	7.59E-01	1.06E-04	16961	322	6.10E+02	5.28E-01	6075	776	6.39E+02	1.22E+00	4.26E-05	5927	3	6.40E-06	1224	1.11E+02	1.00E+00	8.85E-42	1.98E-16	2.69E-02	1.15E+00	1.29E+00	7.23E-01	7.95E-01	1.10E-02	7.00E-02	syn_outlier	-4.28E+00	3.43E+00	9.52E+00	174	0	0	13	1.00E+00	1.00E+00	36615	9	87488	124112	4.57E-01	2.59E+04	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	6.15E-01	3.94E-01	2.19E-01	6.23E-01	5.51E-01	4.86E-01	4.23E-01	3.31E-01	protein_coding	ENSG00000272333	3	8145	37	protein_coding	20859	1.00E+00	3	6.74E+01	4.45E-02	NA	19	36208921	36229779
SIN3A	ENST00000394947	TRUE	386	7.17E+02	5.38E-01	4.03E-05	8373	61	2.39E+02	2.55E-01	2972	262	2.66E+02	9.85E-01	1.44E-05	2446	1	3.79E-06	738	6.74E+01	1.00E+00	1.86E-26	1.04E-10	1.48E-02	8.90E-01	1.09E+00	4.94E-01	5.86E-01	4.00E-03	7.00E-02		1.93E-01	4.39E+00	7.50E+00	177	0	0	3	1.19E-05	3.98E-06	125744	3	0	125747	1.19E-05	1.79E-05	6.15E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.76E-05	0.00E+00	0.00E+00	6.15E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.76E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000169375	2	3819	20	protein_coding	86464	1.00E+00	0	4.58E+01	0.00E+00	NA	15	75661720	75748183
CHD2	ENST00000394196	TRUE	523	9.82E+02	5.33E-01	5.43E-05	12098	61	2.73E+02	2.23E-01	3297	343	3.60E+02	9.52E-01	1.98E-05	3277	3	6.33E-06	1308	1.11E+02	1.00E+00	1.37E-41	2.37E-16	2.70E-02	8.71E-01	1.04E+00	4.95E-01	5.73E-01	1.10E-02	7.00E-02		7.14E-01	5.21E+00	9.50E+00	179	0	0	4	1.60E-05	4.06E-06	125741	4	0	125745	1.59E-05	3.18E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.39E-05	2.65E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.62E-05	2.64E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000173575	1	5484	38	protein_coding	144712	1.00E+00	5	7.83E+01	6.38E-02	NA	15	93426526	93571237
WDFY3	ENST00000295888	TRUE	1176	1.89E+03	6.23E-01	1.01E-04	23100	183	4.68E+02	3.91E-01	5820	708	6.96E+02	1.02E+00	3.84E-05	6866	7	1.04E-05	2146	1.84E+02	1.00E+00	2.23E-66	2.17E-25	3.80E-02	9.56E-01	1.08E+00	5.93E-01	6.54E-01	2.10E-02	7.10E-02		-3.58E-01	5.82E+00	1.21E+01	180	0	0	18	8.50E-05	1.59E-05	125727	21	0	125748	8.35E-05	8.77E-04	1.87E-04	0.00E+00	0.00E+00	0.00E+00	4.62E-05	1.25E-04	0.00E+00	9.99E-05	1.85E-04	0.00E+00	0.00E+00	0.00E+00	4.62E-05	1.23E-04	0.00E+00	9.80E-05	protein_coding	ENSG00000163625	2	10578	65	protein_coding	296841	1.00E+00	8	1.38E+02	5.80E-02	NA	4	85590704	85887544
SPEN	ENST00000375759	TRUE	1697	2.07E+03	8.21E-01	1.24E-04	23759	659	9.76E+02	6.76E-01	11054	822	8.10E+02	1.01E+00	5.01E-05	7710	4	8.72E-06	1443	1.29E+02	1.00E+00	1.16E-47	1.46E-18	3.10E-02	9.57E-01	1.08E+00	7.88E-01	8.54E-01	1.40E-02	7.10E-02		-3.23E-01	2.89E+00	1.02E+01	181	0	0	16	7.58E-05	1.59E-05	125730	18	0	125748	7.16E-05	6.44E-04	6.16E-05	5.81E-05	9.92E-05	5.44E-05	1.85E-04	8.80E-05	0.00E+00	0.00E+00	6.15E-05	5.78E-05	9.92E-05	5.44E-05	1.85E-04	7.91E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000065526	2	10992	15	protein_coding	92597	1.00E+00	2	9.28E+01	2.16E-02	NA	1	16174359	16266955
TJP1	ENST00000346128	TRUE	829	9.64E+02	8.60E-01	5.34E-05	11372	213	3.34E+02	6.38E-01	3935	358	3.51E+02	1.02E+00	2.00E-05	3466	2	5.26E-06	1020	8.84E+01	1.00E+00	1.05E-33	2.12E-13	2.26E-02	9.35E-01	1.11E+00	8.12E-01	9.11E-01	8.00E-03	7.10E-02		-2.98E-01	1.54E+00	8.52E+00	182	0	0	13	6.50E-05	1.38E-05	124782	14	0	124796	5.61E-05	3.93E-04	7.17E-05	1.47E-04	9.93E-05	6.44E-05	0.00E+00	7.48E-05	0.00E+00	0.00E+00	6.46E-05	1.16E-04	9.93E-05	5.56E-05	0.00E+00	6.18E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000104067	2	5244	28	protein_coding	269498	1.00E+00	4	6.66E+01	6.00E-02	NA	15	29991571	30261068
